province,date,year,month,day,daily_rainfall,daily_tmin,daily_tmax,daily_tmean,dewpoint_c,daily_pet,daily_relative_humidity,solar_radiation_mj_m2_day,solar_radiation_w_m2,wind_speed_10m_m_s,wind_speed_2m_m_s,tmin_raw_k,tmax_raw_k,dewpoint_raw_k,pet_raw_m,solar_raw_j_m2_day,u10_m_s,v10_m_s,days_in_month,monthly_rainfall,monthly_tmin,monthly_tmax,monthly_tmean,monthly_dewpoint_c,monthly_pet,monthly_relative_humidity,monthly_solar_radiation_mj_m2_day,monthly_solar_radiation_w_m2,monthly_wind_speed_10m_m_s,monthly_wind_speed_2m_m_s,monthly_u10_m_s,monthly_v10_m_s,rainfall_accumulation_1m,water_balance_accumulation_1m,spi_1,spei_1,rainfall_accumulation_3m,water_balance_accumulation_3m,spi_3,spei_3,rainfall_accumulation_6m,water_balance_accumulation_6m,spi_6,spei_6,rainfall_accumulation_12m,water_balance_accumulation_12m,spi_12,spei_12,rainfall_accumulation_24m,water_balance_accumulation_24m,spi_24,spei_24
KwaZulu-Natal,2001-01-01,2001,1,1,26.742451056866,11.9353803664659,22.5960776298155,17.2657289981408,13.7432763350351,7.35766916498387,80.0624802545636,13.9968812128636,162.000939963699,2.77660920091125,2.07676783714277,285.085380366466,295.746077629815,286.893276335035,-0.0073576691649838,13996881.2128636,1.34215681277265,2.2227278287229,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-02,2001,1,2,2.64193477356588,11.4932887856358,16.3653333673833,13.9293110765095,9.998291568498,9.38708334192762,77.3207747513425,15.0712626710437,174.435910544487,5.18192487485766,3.8758262815893,284.643288785636,289.515333367383,283.148291568498,-0.0093870833419276,15071262.6710437,1.25489226687674,4.79710160245893,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-03,2001,1,3,0.0138406776194801,10.7609422398905,19.2097382218229,14.9853402308567,9.12446737038057,13.1126165611203,68.0647104998431,24.9598888125163,288.887601996717,3.54754999328683,2.65339383169092,283.910942239891,292.359738221823,282.274467370381,-0.0131126165611203,24959888.8125163,0.592650928308786,3.26113790093465,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-04,2001,1,4,0.0,12.2892656523286,21.010203265112,16.6497344587204,10.6940870896224,12.7022109655253,68.0008593717883,28.8820856172716,334.283398348051,2.55505741563755,1.91105794114194,285.439265652328,294.160203265112,283.844087089622,-0.0127022109655253,28882085.6172716,-0.059893220463773,2.17089992018834,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-05,2001,1,5,0.0,11.8155297749413,23.0445081652083,17.430018970075,12.9734381967115,10.9156373478661,75.2619132994509,28.9196841769475,334.718566862818,1.63080040626625,1.21975891725116,284.965529774941,296.194508165208,286.123438196712,-0.0109156373478661,28919684.1769475,-0.723381796523511,0.766761995909359,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-06,2001,1,6,0.0491949909476299,14.3882401640691,25.8270505876169,20.1076453758432,15.567083721283,10.262787477831,75.1986603625119,29.7091398350451,343.855785127836,1.26057775233635,0.942850485192763,287.538240164069,298.977050587617,288.717083721283,-0.010262787477831,29709139.8350451,-0.908787501574798,-0.0073778698103779,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-07,2001,1,7,0.214289737423641,15.8682147948739,23.887814931831,19.8780148633526,15.759787773728,9.67673695725563,77.3022732787663,25.4132523145775,294.134864752055,2.32440135207354,1.73853849040523,289.018214794874,297.037814931831,288.909787773728,-0.0096767369572556,25413252.3145775,-0.780016005361278,1.81198690671372,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-08,2001,1,8,2.52014549196416,15.8617136738471,25.1158421845191,20.4887779291833,16.3433790735216,9.33271264326772,77.3326103360158,25.7303436848532,297.804903759875,1.44012845130691,1.07714562353495,289.011713673847,298.265842184519,289.493379073522,-0.0093327126432677,25730343.6848532,-0.894044895087941,-0.254306677407071,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-09,2001,1,9,5.6007989265358,17.5633271114067,28.4406986955419,23.0020129034743,18.1009323104198,11.1394763545864,74.09611768668,28.0221106750096,324.329984664463,2.25252756376007,1.68478041315978,290.713327111406,301.590698695542,291.25093231042,-0.0111394763545864,28022110.6750096,-0.460678665807372,-1.93840875564078,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
KwaZulu-Natal,2001-01-10,2001,1,10,2.41061698996327,18.3312630621294,30.1674064316751,24.2493347469022,18.3907890063088,11.3304052539647,70.5246371460132,27.9662682756396,323.683660597681,1.84932422137428,1.38320403971101,291.481263062129,303.317406431675,291.540789006309,-0.0113304052539647,27966268.2756396,-0.454153937681237,-0.811363931595093,31,81.098253388332,10.7609422398905,30.1674064316751,20.3627946357319,15.8554298803576,291.006190331632,75.7288486208379,21.8939541777974,253.402247428211,2.08788886720033,1.56163872305367,,,81.098253388332,-209.9079369433,-1.97892673402556,0.833618876371416,,,,,,,,,,,,,,,,
