province,date,year,month,day,daily_rainfall,daily_tmin,daily_tmax,daily_tmean,dewpoint_c,daily_pet,daily_relative_humidity,solar_radiation_mj_m2_day,solar_radiation_w_m2,wind_speed_10m_m_s,wind_speed_2m_m_s,tmin_raw_k,tmax_raw_k,dewpoint_raw_k,pet_raw_m,solar_raw_j_m2_day,u10_m_s,v10_m_s,days_in_month,monthly_rainfall,monthly_tmin,monthly_tmax,monthly_tmean,monthly_dewpoint_c,monthly_pet,monthly_relative_humidity,monthly_solar_radiation_mj_m2_day,monthly_solar_radiation_w_m2,monthly_wind_speed_10m_m_s,monthly_wind_speed_2m_m_s,monthly_u10_m_s,monthly_v10_m_s,rainfall_accumulation_1m,water_balance_accumulation_1m,spi_1,spei_1,rainfall_accumulation_3m,water_balance_accumulation_3m,spi_3,spei_3,rainfall_accumulation_6m,water_balance_accumulation_6m,spi_6,spei_6,rainfall_accumulation_12m,water_balance_accumulation_12m,spi_12,spei_12,rainfall_accumulation_24m,water_balance_accumulation_24m,spi_24,spei_24
Gauteng,2001-01-01,2001,1,1,3.41729340951551,9.514607685969,23.3543694180163,16.4344885519927,11.3409922629632,7.78544027134233,71.988422651902,22.3227335869903,258.364972071647,2.38207074070542,1.78167237163672,282.664607685969,296.504369418016,284.490992262963,-0.0077854402713423,22322733.5869903,2.32737861772652,0.0202201756462113,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-02,2001,1,2,0.0,8.97834635005533,17.6722630107715,13.3253046804134,6.76068958735724,7.26378654537055,64.6694361489472,18.0774093016382,209.229274324516,4.39781079508299,3.28934731256751,282.128346350055,290.822263010772,279.910689587357,-0.0072637865453705,18077409.3016382,-3.41056386429229,2.71556598744941,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-03,2001,1,3,0.0,8.01282487810193,21.0732206270481,14.543022752575,7.90770852902645,7.16657960645095,64.5968763752757,26.341486753079,304.878318901378,2.0038075071916,1.49874997943355,281.162824878102,294.223220627048,281.057708529027,-0.0071665796064509,26341486.753079,-1.79247025773051,0.66425539774809,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-04,2001,1,4,0.0,10.0991160295033,23.8243068933629,16.9617114614331,9.84440928037279,7.94930850259998,63.1524654782223,30.0273374534497,347.538627933446,1.32267699710909,0.989297682087649,283.249116029503,296.974306893363,282.994409280373,-0.0079493085025999,30027337.4534497,-1.2212379624034,0.253206452555909,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-05,2001,1,5,0.0,11.1389838177066,25.6097290414921,18.3743564295994,11.2522699301723,7.83623347285404,63.4209130366914,28.7644612024393,332.922004657862,0.985199028295356,0.736880672467925,284.288983817707,298.759729041492,284.402269930172,-0.007836233472854,28764461.2024393,-0.701844235976376,-0.180124814191333,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-06,2001,1,6,0.0,13.3834320166885,28.2263486561814,20.804890336435,11.899068988002,9.11579056300288,56.9558595321897,30.1601677616167,349.076015759452,0.689683195566652,0.515849287649341,286.533432016689,301.376348656181,285.049068988002,-0.0091157905630028,30160167.7616167,0.336377451505262,-0.442339999612366,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-07,2001,1,7,0.0,14.4956144233219,27.7985724400237,21.1470934316728,12.1078069613527,10.2401871083171,56.5330543732969,30.9308063385866,357.995443733642,3.2401541742741,2.42347679835822,287.645614423322,300.948572440024,285.257806961353,-0.0102401871083171,30930806.3385866,-3.11057013697497,-0.637914882895432,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-08,2001,1,8,0.403684763885294,13.6240025397281,26.7473056481669,20.1856540939475,11.9379124726679,9.16530664395049,59.4240679311284,31.9566749364582,369.868922875673,1.77103118940607,1.32464468227223,286.774002539728,299.897305648167,285.087912472668,-0.0091653066439504,31956674.9364582,-1.13735120568737,-1.22231211729383,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-09,2001,1,9,2.38293765378628,15.6019318400566,28.1716167832652,21.8867743116609,12.6585832534779,10.6381179669763,56.0012604072694,30.68209295449,355.116816602894,3.11546771887745,2.33021742998541,288.751931840057,301.321616783265,285.808583253478,-0.0106381179669763,30682092.95449,0.408085714034064,-3.06204959494001,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
Gauteng,2001-01-10,2001,1,10,0.0430804311901306,16.610917587855,30.6978198527549,23.6543687203049,10.4716274222551,11.641951824908,43.7205686096562,32.4938447521703,376.086166113082,2.41576178352357,1.80687162333609,289.760917587855,303.847819852755,283.621627422255,-0.011641951824908,32493844.7521703,1.81277402533004,-1.58785846294757,31,68.8943986397675,8.01282487810193,31.9321023687655,20.6109121320343,12.7328582658887,260.909686860935,61.4060463492316,26.1334896349743,302.47094484924,1.99932039299628,1.49539383754676,,,68.8943986397675,-192.015288221168,-1.49021720797433,0.591151361872353,,,,,,,,,,,,,,,,
